GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),SEVERITY (CODE),SEVERITY (DISPLAY),SEVERITY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,COG,Congo,,,,,MILD,Mild,,27.4 [23.6-30.0],27.40000,23.60000,30.00000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,COG,Congo,,,,,MILD,Mild,,27.3 [24.7-29.5],27.30000,24.70000,29.50000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,COG,Congo,,,,,MILD,Mild,,26.8 [24.3-28.8],26.80000,24.30000,28.80000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,COG,Congo,,,,,MILD,Mild,,25.2 [22.7-27.7],25.20000,22.70000,27.70000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,COG,Congo,,,,,MILD,Mild,,26.3 [20.9-30.1],26.30000,20.90000,30.10000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,COG,Congo,,,,,MILD,Mild,,28.6 [26.7-29.9],28.60000,26.70000,29.90000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,COG,Congo,,,,,MILD,Mild,,26.1 [19.5-30.7],26.10000,19.50000,30.70000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,COG,Congo,,,,,MILD,Mild,,26.7 [23.6-29.0],26.70000,23.60000,29.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,COG,Congo,,,,,MILD,Mild,,26.3 [22.7-28.9],26.30000,22.70000,28.90000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,COG,Congo,,,,,MILD,Mild,,27.2 [24.7-29.3],27.20000,24.70000,29.30000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,COG,Congo,,,,,MILD,Mild,,26.6 [23.8-28.9],26.60000,23.80000,28.90000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,COG,Congo,,,,,MILD,Mild,,26.2 [20.2-30.5],26.20000,20.20000,30.50000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,COG,Congo,,,,,MILD,Mild,,26.4 [23.1-28.8],26.40000,23.10000,28.80000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,COG,Congo,,,,,MILD,Mild,,28.4 [26.4-29.7],28.40000,26.40000,29.70000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,COG,Congo,,,,,MILD,Mild,,27.4 [24.0-29.8],27.40000,24.00000,29.80000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,COG,Congo,,,,,MILD,Mild,,26.8 [24.3-28.8],26.80000,24.30000,28.80000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,COG,Congo,,,,,MILD,Mild,,26.5 [24.2-28.6],26.50000,24.20000,28.60000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,COG,Congo,,,,,MILD,Mild,,26.8 [24.0-28.9],26.80000,24.00000,28.90000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,COG,Congo,,,,,MILD,Mild,,26.3 [24.1-28.4],26.30000,24.10000,28.40000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,COG,Congo,,,,,MILD,Mild,,26.8 [24.5-28.6],26.80000,24.50000,28.60000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,COG,Congo,,,,,MILD,Mild,,26.7 [24.0-28.8],26.70000,24.00000,28.80000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,COG,Congo,,,,,MILD,Mild,,25.8 [22.7-28.2],25.80000,22.70000,28.20000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,COG,Congo,,,,,MILD,Mild,,27.5 [25.2-29.2],27.50000,25.20000,29.20000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,COG,Congo,,,,,MILD,Mild,,26.8 [24.3-28.7],26.80000,24.30000,28.70000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,COG,Congo,,,,,MILD,Mild,,26.8 [24.3-28.7],26.80000,24.30000,28.70000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,COG,Congo,,,,,MILD,Mild,,26.8 [24.3-28.7],26.80000,24.30000,28.70000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,COG,Congo,,,,,MILD,Mild,,28.7 [26.5-30.2],28.70000,26.50000,30.20000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,COG,Congo,,,,,MILD,Mild,,26.7 [24.1-28.7],26.70000,24.10000,28.70000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,COG,Congo,,,,,MILD,Mild,,26.8 [24.2-28.8],26.80000,24.20000,28.80000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,COG,Congo,,,,,MILD,Mild,,26.5 [22.5-29.2],26.50000,22.50000,29.20000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,COG,Congo,,,,,MILD,Mild,,26.3 [21.2-30.0],26.30000,21.20000,30.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,COG,Congo,,,,,MILD,Mild,,26.2 [20.5-30.3],26.20000,20.50000,30.30000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,COG,Congo,,,,,MILD,Mild,,26.6 [23.2-29.3],26.60000,23.20000,29.30000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,COG,Congo,,,,,MILD,Mild,,26.6 [22.8-29.4],26.60000,22.80000,29.40000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,COG,Congo,,,,,MILD,Mild,,26.5 [23.0-29.1],26.50000,23.00000,29.10000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,COG,Congo,,,,,MILD,Mild,,24.9 [21.2-28.0],24.90000,21.20000,28.00000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,COG,Congo,,,,,MILD,Mild,,26.9 [24.5-28.9],26.90000,24.50000,28.90000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,COG,Congo,,,,,MILD,Mild,,27.3 [22.0-30.5],27.30000,22.00000,30.50000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,COG,Congo,,,,,MILD,Mild,,26.1 [23.9-28.2],26.10000,23.90000,28.20000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,COG,Congo,,,,,MILD,Mild,,27.1 [24.6-29.1],27.10000,24.60000,29.10000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,COG,Congo,,,,,MILD,Mild,,25.0 [22.1-27.8],25.00000,22.10000,27.80000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,COG,Congo,,,,,MILD,Mild,,27.8 [25.5-29.4],27.80000,25.50000,29.40000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,COG,Congo,,,,,MILD,Mild,,28.7 [25.1-30.5],28.70000,25.10000,30.50000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,COG,Congo,,,,,MILD,Mild,,28.6 [24.5-30.6],28.60000,24.50000,30.60000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,COG,Congo,,,,,MILD,Mild,,26.7 [23.7-29.0],26.70000,23.70000,29.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,COG,Congo,,,,,MILD,Mild,,26.8 [24.4-28.5],26.80000,24.40000,28.50000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,COG,Congo,,,,,MILD,Mild,,25.7 [23.5-27.9],25.70000,23.50000,27.90000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,COG,Congo,,,,,MILD,Mild,,26.5 [23.9-28.6],26.50000,23.90000,28.60000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,COG,Congo,,,,,MILD,Mild,,26.6 [23.3-29.2],26.60000,23.30000,29.20000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,COG,Congo,,,,,MILD,Mild,,28.0 [25.8-29.5],28.00000,25.80000,29.50000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,COG,Congo,,,,,MILD,Mild,,28.2 [26.1-29.6],28.20000,26.10000,29.60000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,COG,Congo,,,,,MILD,Mild,,25.1 [22.4-27.7],25.10000,22.40000,27.70000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,COG,Congo,,,,,MILD,Mild,,26.8 [24.2-28.8],26.80000,24.20000,28.80000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,COG,Congo,,,,,MILD,Mild,,26.7 [23.9-28.9],26.70000,23.90000,28.90000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,COG,Congo,,,,,MILD,Mild,,26.8 [24.1-28.9],26.80000,24.10000,28.90000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,COG,Congo,,,,,MILD,Mild,,26.4 [23.6-28.7],26.40000,23.60000,28.70000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,COG,Congo,,,,,MILD,Mild,,28.7 [26.7-30.0],28.70000,26.70000,30.00000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,COG,Congo,,,,,MILD,Mild,,26.7 [24.4-28.8],26.70000,24.40000,28.80000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,COG,Congo,,,,,MILD,Mild,,28.7 [26.2-30.3],28.70000,26.20000,30.30000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,COG,Congo,,,,,MILD,Mild,,26.7 [24.2-28.7],26.70000,24.20000,28.70000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,COG,Congo,,,,,MILD,Mild,,26.6 [24.0-28.5],26.60000,24.00000,28.50000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,COG,Congo,,,,,MILD,Mild,,26.8 [24.5-28.7],26.80000,24.50000,28.70000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,COG,Congo,,,,,MILD,Mild,,26.5 [22.6-29.5],26.50000,22.60000,29.50000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,COG,Congo,,,,,MILD,Mild,,26.6 [23.5-29.0],26.60000,23.50000,29.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,COG,Congo,,,,,MILD,Mild,,26.7 [24.4-28.5],26.70000,24.40000,28.50000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,COG,Congo,,,,,MILD,Mild,,28.7 [26.6-30.1],28.70000,26.60000,30.10000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,COG,Congo,,,,,MILD,Mild,,25.9 [23.7-28.1],25.90000,23.70000,28.10000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,COG,Congo,,,,,MILD,Mild,,25.3 [22.0-28.1],25.30000,22.00000,28.10000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,COG,Congo,,,,,MILD,Mild,,26.4 [21.7-29.8],26.40000,21.70000,29.80000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,COG,Congo,,,,,MILD,Mild,,26.4 [22.2-29.7],26.40000,22.20000,29.70000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,COG,Congo,,,,,TOTAL,Total,,62.3 [50.4-72.1],62.30000,50.40000,72.10000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,COG,Congo,,,,,TOTAL,Total,,56.2 [52.9-58.9],56.20000,52.90000,58.90000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,COG,Congo,,,,,TOTAL,Total,,52.6 [47.5-55.9],52.60000,47.50000,55.90000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,COG,Congo,,,,,TOTAL,Total,,56.3 [52.9-59.1],56.30000,52.90000,59.10000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,COG,Congo,,,,,TOTAL,Total,,68.7 [61.4-74.3],68.70000,61.40000,74.30000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,COG,Congo,,,,,TOTAL,Total,,51.3 [43.6-55.7],51.30000,43.60000,55.70000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,COG,Congo,,,,,TOTAL,Total,,64.6 [56.9-70.9],64.60000,56.90000,70.90000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,COG,Congo,,,,,TOTAL,Total,,56.9 [48.7-64.6],56.90000,48.70000,64.60000,,,
